transaction_id,amount,source_balance,source_monthly_sent,source_monthly_limit,average_transaction_amount_30d,transaction_count_24h,login_count_24h,geo_distance_km,hour_of_day,day_of_week,source_account_age_days,destination_account_age_days,amount_over_avg_ratio,amount_pct_of_balance,amount_pct_of_limit,last_login_ip_same,known_device,isFraud
txn_88,731.41,3737.54,8874.06,11865.15,463.71,7,6,783.39,12,4,1000,544,1.5773004679648919,0.1956928889055368,0.7479096345178948,True,True,0
txn_89,2162.86,18272.35,1097.7,11080.53,257.06,2,5,789.21,19,6,778,698,8.413833346300475,0.11836791655151091,0.09906565841164637,False,True,0
txn_90,224.56,9005.03,9401.41,15964.87,750.07,5,5,1059.24,7,0,448,132,0.29938539069686826,0.024937174001641305,0.5888810870367249,False,False,0
txn_91,4290.39,9435.64,606.51,18491.69,160.96,0,8,1736.92,14,4,275,13,26.65500745526839,0.45470047606733627,0.0327990573062819,True,False,0
txn_92,570.03,19167.52,5551.39,6864.1,290.75,13,7,2594.24,3,0,1023,367,1.9605503009458296,0.02973937160362947,0.8087571568013286,True,True,0
txn_93,4913.28,8472.32,6855.16,18035.23,870.92,6,2,1553.59,17,4,92,241,5.641482570155698,0.5799214382837287,0.3800982854113865,True,True,0
txn_94,4421.33,3488.46,6663.11,5335.25,354.7,12,5,1151.56,5,5,670,622,12.46498449393854,1.2674159944502732,1.2488843072020992,False,False,0
txn_95,4717.7,6958.84,4906.3,8669.41,698.15,0,9,1903.05,21,4,647,534,6.757430351643629,0.6779434503451724,0.5659323990905956,False,False,0
txn_96,2861.48,15775.63,1200.9,8139.62,985.87,9,1,2591.77,23,1,177,235,2.9024922149979204,0.18138609995290206,0.1475376000353825,False,True,0
txn_97,1725.27,18068.96,3900.34,10323.29,531.84,14,1,2779.28,8,1,779,527,3.243964350180505,0.09548252915497074,0.37781947421800605,False,False,0
txn_98,2164.25,16675.92,9050.4,14233.87,114.41,13,4,771.29,9,5,20,507,18.916615680447514,0.1297829445092085,0.6358355106517061,False,True,0
txn_99,3793.69,865.38,4835.88,12063.3,69.48,5,6,270.71,18,2,547,287,54.60118019573978,4.383842936051215,0.40087538235806125,False,False,0
txn_100,3478.77,16565.7,6264.96,7242.81,231.69,5,4,219.26,3,1,622,15,15.01476110319824,0.20999837012622466,0.8649902454986393,True,True,0
txn_101,1462.15,18238.42,2763.73,10028.13,941.89,4,3,46.17,21,4,510,141,1.5523574939748803,0.08016867689196763,0.2755977435474012,True,True,0
txn_102,3270.82,1878.88,1920.51,12572.03,678.58,0,9,2389.57,4,4,261,42,4.820094904064369,1.7408349655113684,0.15276053270633302,True,True,0
txn_103,2054.09,17563.38,4403.85,16784.29,786.4,13,2,2079.06,23,1,386,159,2.6120167853509666,0.1169530010738252,0.26237928443800723,True,True,0
txn_104,2375.69,7281.15,4318.86,11455.69,401.95,2,6,1036.38,7,5,1012,324,5.910411742754074,0.32627950255110805,0.37700566268814883,False,True,0
txn_105,4741.69,16709.41,6045.74,19465.36,783.87,8,9,1215.76,9,0,887,126,6.0490770153214175,0.2837736341378899,0.3105896834171061,True,True,0
txn_106,489.11,18393.66,1769.78,5504.82,447.32,11,10,2379.62,3,4,412,256,1.093423052848073,0.026591227629520174,0.3214964340341737,True,False,1
txn_107,1230.57,14039.86,357.72,17807.7,236.6,3,1,2232.43,3,4,1020,54,5.20105663567202,0.08764830988343188,0.020087939486851194,False,True,0
txn_108,218.71,16692.57,7076.77,17483.97,688.06,15,2,1262.28,1,4,279,330,0.3178647210999041,0.013102236504025444,0.4047576151183055,False,True,0
txn_109,164.62,15257.36,6753.03,16515.64,561.54,3,4,615.35,22,5,126,86,0.2931581009367098,0.010789546815438582,0.40888697016888237,True,True,0
txn_110,3477.19,18246.32,7864.2,14470.81,662.64,5,4,2297.61,23,3,513,56,5.247479777858264,0.190569386046063,0.5434526470874816,True,False,0
txn_111,2279.34,15428.65,9139.29,13768.22,665.03,13,3,1073.82,20,5,627,595,3.427424326722103,0.14773424764966475,0.6637960462572505,False,False,0
txn_112,334.01,9417.29,9263.92,10960.65,128.21,15,0,2558.69,23,4,37,400,2.605179003197878,0.035467740719463875,0.8451980493857573,True,True,0
txn_113,3729.31,3949.44,347.67,19093.36,187.17,9,7,2715.04,2,3,826,291,19.924720842015283,0.9442629841192676,0.018208948032195485,False,True,0
txn_114,3768.7,19782.56,4968.77,14218.95,529.89,0,1,1286.78,3,6,312,297,7.112230840363094,0.19050618322401144,0.3494470407449214,False,False,0
txn_115,4447.43,9423.29,6459.4,8949.78,234.07,9,4,378.0,9,3,814,247,19.000427222625714,0.47196149115648567,0.7217384114469853,True,False,0
txn_116,704.5,2229.52,1438.83,6502.75,910.21,6,9,2807.43,5,6,1009,396,0.7739972094351852,0.3159872977143062,0.2212648494867556,False,True,0
txn_117,3243.9,19630.31,1278.99,6081.23,481.21,2,10,2578.05,12,2,915,203,6.741131730429543,0.16524955540691919,0.2103176495544487,False,True,0
txn_118,4277.6,14640.04,4399.94,13652.73,77.56,11,9,1072.79,0,2,436,458,55.15214027849407,0.292184994030071,0.3222754716455976,False,True,0
txn_119,4671.72,11475.51,1921.34,12935.74,789.13,13,10,1522.69,18,5,924,346,5.920089212170365,0.407103475139667,0.148529577743523,True,True,0
txn_120,3603.69,1657.86,5556.47,14046.41,378.08,10,9,718.24,16,2,550,446,9.531554168429963,2.173699829901198,0.39557936867854493,False,True,0
txn_121,1950.44,9759.11,9201.09,9595.1,666.87,3,7,2253.32,1,6,569,73,2.924767945776538,0.19985838872602113,0.9589363320861689,True,False,0
txn_122,1207.64,14841.58,3466.38,19132.4,684.27,8,9,2543.33,8,0,426,304,1.7648589007263216,0.0813686952467325,0.18117852438794924,False,True,0
txn_123,979.7,18091.73,5571.1,11450.0,513.91,14,9,1155.61,9,2,472,458,1.9063649277110781,0.05415181411617353,0.48655895196506554,False,True,0
txn_124,2791.38,11223.22,6414.87,6079.17,840.64,3,10,804.52,23,4,950,239,3.320541492196422,0.24871471823594302,1.055221354230923,False,False,1
txn_125,4943.4,10049.7,5646.34,11338.82,295.75,3,8,2373.43,12,5,132,245,16.714792899408284,0.49189528045613296,0.497965396752043,True,True,0
txn_126,2522.88,15965.08,5018.6,8539.81,97.85,4,5,2062.67,2,0,942,125,25.78313745528871,0.15802488932094297,0.5876711542762661,True,False,0
txn_127,1219.93,12070.49,455.99,15350.65,283.31,12,4,2030.87,4,3,981,635,4.305989905051004,0.10106714806109778,0.02970493106155114,False,True,0
txn_128,1348.92,10436.28,3325.59,8075.36,74.15,7,9,1849.42,14,6,235,642,18.19177343223196,0.1292529522013591,0.41181941114699533,True,True,0
txn_129,4375.93,9228.7,2717.83,5232.2,860.29,7,7,385.96,11,4,134,-12,5.0865754571133,0.4741653754049866,0.5194430641030542,False,True,0
txn_130,4583.19,11765.25,1301.02,18124.15,489.66,12,6,1828.11,11,6,385,515,9.359943634358533,0.389553133167591,0.07178378020486477,False,True,0
txn_131,930.55,12524.86,2421.92,18694.67,555.56,7,7,1544.85,12,3,402,91,1.6749766001871986,0.07429623963860674,0.12955136410538406,True,False,0
txn_132,691.62,15341.04,3504.6,16151.04,201.17,0,0,626.42,10,3,517,288,3.4379877715365117,0.04508299306957025,0.216989122681883,False,False,0
txn_133,1990.09,14000.11,9951.68,7157.32,580.65,5,8,2675.21,21,2,346,35,3.4273486609833808,0.14214816883581627,1.3904198778313672,True,False,0
txn_134,2588.62,11396.32,9047.05,16352.67,511.43,13,3,2377.14,15,5,959,230,5.061533347672213,0.2271452539065242,0.5532460448354917,True,False,0
txn_135,302.96,4342.39,6107.05,19052.4,195.43,3,9,1493.71,23,1,934,654,1.5502225860922068,0.06976803096912068,0.3205396695429447,False,False,0
txn_136,4212.61,18951.49,5670.67,9928.87,962.26,3,4,1387.8,19,1,85,619,4.377829276910606,0.22228384153435954,0.5711294437332748,True,False,1
txn_137,72.16,8925.92,7024.0,18972.31,927.66,4,0,1920.56,19,0,894,473,0.07778712028113749,0.008084320719880975,0.37022376294715825,True,False,0
txn_138,1100.02,6426.16,4023.6,19162.58,400.24,5,5,1438.61,19,3,626,207,2.7484009594243455,0.17117843315448106,0.2099717261454355,False,False,1
txn_139,1519.54,12816.58,2298.51,12155.71,347.82,5,2,2250.03,15,2,780,289,4.368753953194181,0.11856048961579455,0.18908891376974282,True,False,0
txn_140,1078.18,6152.76,455.15,5283.92,240.19,2,6,2232.78,17,5,787,8,4.488862983471419,0.1752351790090951,0.08613870005601901,True,False,0
txn_141,2444.31,14383.1,8506.41,13561.7,246.13,9,6,2246.87,12,4,416,399,9.930971437858043,0.16994319722452045,0.6272377356821047,True,False,0
txn_142,2882.05,18392.99,8239.3,15046.46,682.61,2,5,1232.55,2,6,298,532,4.222103397254655,0.1566928487429178,0.5475905960604687,True,False,0
txn_143,3764.4,6571.09,4469.66,15081.14,487.73,8,0,1174.18,1,5,525,428,7.718204744428269,0.5728729936738045,0.2963741467820072,True,True,0
txn_144,3252.34,16019.13,3834.62,15968.88,185.9,0,9,1011.44,11,5,780,462,17.495104895104895,0.2030285040448514,0.24013080441458637,True,True,1
txn_145,2741.8,10645.11,7462.88,8143.56,774.06,7,10,494.16,13,3,591,243,3.54210267937886,0.25756427129451925,0.9164149340092048,True,False,0
txn_146,2948.01,2497.6,513.64,15559.97,212.74,11,4,173.55,21,2,1035,418,13.857337595186614,1.1803371236386933,0.03301034642097639,True,False,0
txn_147,3477.14,19973.73,964.91,14529.98,277.66,13,8,1984.1,10,4,717,172,12.52301375783332,0.17408566151640179,0.06640821253711292,True,False,1
txn_148,3674.93,10634.28,8130.17,12589.64,593.16,12,7,1266.7,1,0,945,573,6.195512172095219,0.345573936364286,0.6457825640764947,False,True,0
txn_149,2861.96,19564.52,5088.83,11864.58,773.03,15,2,2569.1,19,0,270,79,3.702262525387113,0.14628316973787242,0.42890940935119487,True,True,0
txn_150,3478.98,10579.76,7132.13,11344.31,413.77,4,7,2010.58,21,4,-20,429,8.408004446914953,0.32883354631863104,0.6286966770125287,False,False,0
txn_151,2047.88,19076.18,4043.22,12631.97,151.17,6,3,2830.84,12,5,940,253,13.546867764768143,0.10735272994907787,0.3200783409080294,True,True,0
txn_152,3905.09,5777.91,4831.22,12165.1,203.88,1,4,1282.58,21,0,423,597,19.153865018638417,0.6758654946165655,0.3971377136233981,False,False,0
txn_153,2662.7,16941.25,2084.06,5083.54,696.78,13,2,2318.02,23,2,911,658,3.8214357472946983,0.15717258171622517,0.40996234907170986,False,False,1
txn_154,1807.65,3702.43,1633.53,17866.43,570.6,15,10,1.18,5,1,646,284,3.167981072555205,0.4882334034674525,0.09143012901850006,True,True,0
txn_155,1203.05,1046.02,6828.97,12273.02,817.81,4,0,626.14,18,2,242,419,1.4710629608344237,1.1501214125924935,0.5564213209136789,False,False,0
txn_156,4549.82,5326.92,3980.4,17619.56,160.85,10,4,382.72,18,6,90,508,28.28610506683245,0.8541183272885644,0.22590802494500428,False,False,0
txn_157,2179.27,14437.87,8721.96,18944.62,417.63,5,2,775.12,6,5,1025,418,5.218183559610181,0.15094123994744377,0.46039244914915156,True,False,0
txn_158,3201.64,3977.27,3309.37,11864.81,714.21,1,0,1109.51,23,6,947,44,4.482771173744417,0.8049843234178218,0.27892313488374443,False,True,0
txn_159,4692.63,12766.59,9426.43,9241.76,826.68,7,9,1210.68,2,0,875,141,5.6764769923065765,0.36757113685016907,1.019982124616956,True,True,0
txn_160,1392.15,14167.96,8299.39,11462.35,164.67,3,10,83.88,19,4,409,286,8.454181089451632,0.09826044116443018,0.724056585255205,True,True,0
txn_161,3847.63,5136.98,3037.28,13819.08,418.62,14,9,2997.41,15,3,197,639,9.191223544025608,0.7490062254476366,0.2197888716180817,True,False,0
txn_162,3504.9,19504.8,6835.62,19087.48,667.62,7,4,1355.97,15,4,588,240,5.249842724903388,0.17969422911283378,0.3581206109973658,True,True,0
txn_163,2891.33,11995.68,1701.96,8345.63,805.2,6,0,182.36,3,5,502,440,3.59082215598609,0.2410309378042762,0.20393427458442326,False,True,0
txn_164,4440.41,643.73,7059.6,6387.76,560.34,8,9,1162.7,20,4,277,103,7.924492272548809,6.89793857673248,1.1051761493857002,True,True,0
txn_165,1824.53,8162.54,8932.86,14261.65,667.15,4,0,1395.22,4,5,596,272,2.7348122611106946,0.22352478517716298,0.6263552954952618,True,True,0
txn_166,1039.9,1551.05,7607.16,8351.19,59.71,8,5,1651.83,6,0,441,198,17.415843242337967,0.6704490506431128,0.9109073078208015,True,True,0
txn_167,3025.65,13746.56,547.8,10968.37,942.71,2,9,2459.53,19,3,251,220,3.209523607472075,0.22010233833046233,0.049943610582064604,False,False,0
txn_168,623.93,13312.95,5790.63,17552.92,821.0,9,10,635.77,23,3,643,466,0.7599634591961022,0.0468663970044205,0.32989553874796906,True,True,0
txn_169,1397.83,10741.91,3330.58,5672.89,157.46,11,7,190.5,1,5,418,421,8.87736568017274,0.13012862703187794,0.5871046327356955,False,False,0
txn_170,1806.26,15140.76,4662.09,9591.0,166.16,8,8,1385.74,21,3,320,153,10.870606644198363,0.11929784238043532,0.4860900844541758,False,False,0
txn_171,4350.16,7511.91,7585.8,13716.2,539.21,3,7,1930.62,10,6,841,629,8.067654531629605,0.5791017198022873,0.5530540528717867,False,False,0
txn_172,2478.07,6353.3,3525.13,11078.62,767.45,11,7,2960.22,7,1,651,638,3.2289660564206137,0.3900445437803976,0.3181921575069819,False,True,0
txn_173,3950.5,13231.76,2890.2,8679.46,307.24,2,10,1417.55,9,5,573,318,12.858026298659029,0.2985619448962194,0.33299306638892284,False,False,0
txn_174,945.69,19205.18,9093.94,19777.93,998.6,15,8,1338.94,11,5,974,81,0.9470158221510114,0.049241402579928956,0.4598024161274714,False,False,0
txn_175,455.98,7967.18,8718.72,15182.99,262.92,7,6,738.45,14,3,378,400,1.7342917997870073,0.05723229549225699,0.5742426228298905,False,True,0
